Dataset,AUC-ROC,AUC-PR
data/NAB/occupancy_6005.test.csv,0.5690747881078525,0.14268967074614364
data/NASA-SMAP/F-1.test.csv,0.3169519003061452,0.008272700389630697
data/KDD-TSAD/161_UCR_Anomaly_WalkingAceleration1.test.csv,0.08030158797243875,0.01791595181329103
data/KDD-TSAD/053_UCR_Anomaly_DISTORTEDWalkingAceleration1.test.csv,0.08016138002191,0.017933881298835292
data/NASA-MSL/P-15.test.csv,0.7817922230620643,0.02013213668134432
data/NAB/elb_request_count_8c0756.test.csv,0.6778223209023753,0.4512797451413243
data/GutenTAG/cbf-type-trend/test.csv,0.23606666666666667,0.006131833623746413
data/GutenTAG/poly-combined-diff-2/test.csv,0.4168859929078015,0.05330372970608107
data/NAB/ec2_cpu_utilization_ac20cd.test.csv,0.898222685056346,0.4894319849876317
data/NAB/speed_t4013.test.csv,0.7450494432071271,0.42538390831631095
data/NAB/occupancy_t4013.test.csv,0.8160284444444446,0.4938536406817885
data/NASA-SMAP/T-3.test.csv,0.8340271124116322,0.6018243258194836
data/NormA/Discords_marotta_valve_tek_16.test.csv,0.058451033969622326,0.013270646039126671
data/NASA-SMAP/P-1.test.csv,0.45600174747658273,0.07839039799498157
data/NAB/speed_7578.test.csv,0.6975510760940006,0.32986620287736557
data/NAB/exchange-3_cpc_results.test.csv,0.6586347655789152,0.40222092740536897
data/NASA-MSL/F-7.test.csv,0.9311087322407887,0.7035435083512628
data/NAB/ec2_cpu_utilization_fe7f93.test.csv,0.5141663858509736,0.3113230680508675
data/NAB/speed_6005.test.csv,0.7728113046583972,0.543285376893943
data/NAB/ec2_cpu_utilization_825cc2.test.csv,0.9944804781688844,0.9094788534730851
data/KDD-TSAD/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1.test.csv,0.2162987773350771,0.002241546842904134
data/NAB/rogue_agent_key_hold.test.csv,0.6243965409978848,0.1193222925862843
data/GutenTAG/poly-type-mean/test.csv,0.5486515151515152,0.010107443194749903
data/NAB/exchange-4_cpm_results.test.csv,0.761156186612576,0.33705972670282197
data/NAB/grok_asg_anomaly.test.csv,0.6192999886160183,0.317025442160705
data/NAB/ec2_cpu_utilization_24ae8d.test.csv,0.7644025053794389,0.3457636306318867
data/NAB/ambient_temperature_system_failure.test.csv,0.8862567664947061,0.5112760109275991
data/GutenTAG/poly-type-trend/test.csv,0.38014141414141417,0.008039605113837653
data/NASA-SMAP/G-4.test.csv,0.6858223238877738,0.36605182144481135
data/NAB/rds_cpu_utilization_e47b3b.test.csv,0.6924413743952413,0.47322746856833153
data/NAB/ec2_cpu_utilization_77c1ca.test.csv,0.6702240772054726,0.15735449142930436
data/NAB/ec2_network_in_5abac7.test.csv,0.7871592549411504,0.4255602814725379
data/GutenTAG/cbf-diff-count-1/test.csv,0.46423131313131316,0.008757629732796946
data/NASA-MSL/T-8.test.csv,0.676698908215368,0.11319398948477817
data/GutenTAG/poly-diff-count-4/test.csv,0.8598492360927712,0.22875461200189762
data/GutenTAG/poly-diff-count-5/test.csv,0.7056509679026727,0.06727678652345484
data/NAB/ec2_network_in_257a54.test.csv,0.709147500114531,0.6080016596202845
data/NASA-MSL/P-14.test.csv,0.996928143192771,0.9020811386087968
data/GutenTAG/cbf-diff-count-4/test.csv,0.426983430493742,0.023985638070940254
data/NAB/exchange-4_cpc_results.test.csv,0.7321523762660435,0.3797492331827353
data/NormA/Discords_marotta_valve_tek_14.test.csv,0.4452598018549747,0.04447768128452893
data/NAB/iio_us-east-1_i-a2eb1cd9_NetworkIn.test.csv,0.6383808671185575,0.12494754275243324
data/NAB/TravelTime_387.test.csv,0.7852270922874082,0.2293173177057756
data/NASA-SMAP/E-7.test.csv,0.877864449555415,0.812256370937761
data/NAB/ec2_request_latency_system_failure.test.csv,0.7586352359654871,0.4176532413617884
data/NAB/art_daily_nojump.test.csv,0.3790939680147585,0.0738642883387679
data/GutenTAG/ecg-type-platform/test.csv,0.09009090909090908,0.005271549406031802
