Dataset,AUC-ROC,AUC-PR
data/NAB/occupancy_6005.test.csv,0.4989349207248792,0.10237349811506073
data/NASA-SMAP/F-1.test.csv,0.5544647827979781,0.02400837024919012
data/KDD-TSAD/161_UCR_Anomaly_WalkingAceleration1.test.csv,0.49052522971630363,0.036018790436235126
data/KDD-TSAD/053_UCR_Anomaly_DISTORTEDWalkingAceleration1.test.csv,0.4992912454558201,0.0336722581785583
data/NASA-MSL/P-15.test.csv,0.5940959099689258,0.009574732381740078
data/NAB/elb_request_count_8c0756.test.csv,0.5016323341967847,0.10682818531859137
data/GutenTAG/cbf-type-trend/test.csv,0.4872616161616161,0.009361214017332966
data/GutenTAG/poly-combined-diff-2/test.csv,0.5050666666666667,0.058516239829965844
data/NAB/ec2_cpu_utilization_ac20cd.test.csv,0.49196095418284064,0.10239439632430894
data/NAB/speed_t4013.test.csv,0.5479349665924277,0.21699991436983238
data/NAB/occupancy_t4013.test.csv,0.5312071111111112,0.15826807057860404
data/NASA-SMAP/T-3.test.csv,0.5056309397415645,0.05594126456412778
data/NormA/Discords_marotta_valve_tek_16.test.csv,0.48901888341543515,0.013066557778685178
data/NASA-SMAP/P-1.test.csv,0.46035575642072285,0.0747675926013768
data/NAB/speed_7578.test.csv,0.5732417544936731,0.2133124257928426
data/NAB/exchange-3_cpc_results.test.csv,0.5332153559378023,0.15960283919031837
data/NASA-MSL/F-7.test.csv,0.5107549441960925,0.12046272565786874
data/NAB/ec2_cpu_utilization_fe7f93.test.csv,0.5110249942985905,0.10845797478538152
data/NAB/speed_6005.test.csv,0.5058764311714555,0.12306833867703074
data/NAB/ec2_cpu_utilization_825cc2.test.csv,0.5600892101409358,0.1238080173269774
data/KDD-TSAD/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1.test.csv,0.4828975181726938,0.003275137204916129
data/NAB/rogue_agent_key_hold.test.csv,0.5096662311807888,0.09824246447219404
data/GutenTAG/poly-type-mean/test.csv,0.5300515151515152,0.010396236209831634
data/NAB/exchange-4_cpm_results.test.csv,0.5195604314055311,0.1258475963344649
data/NAB/grok_asg_anomaly.test.csv,0.5043383319362081,0.10752927205921076
data/NAB/ec2_cpu_utilization_24ae8d.test.csv,0.5066838671655497,0.18537114344456304
data/NAB/ambient_temperature_system_failure.test.csv,0.5332582190825995,0.1323398163076495
data/GutenTAG/poly-type-trend/test.csv,0.48590757575757576,0.0097153626951284
data/NASA-SMAP/G-4.test.csv,0.532258064516129,0.5341579596943262
data/NAB/rds_cpu_utilization_e47b3b.test.csv,0.5053355810479284,0.10180679138010408
data/NAB/ec2_cpu_utilization_77c1ca.test.csv,0.5076855384013671,0.10999308176432279
data/NAB/ec2_network_in_5abac7.test.csv,0.5087283081120523,0.1274154996670106
data/GutenTAG/cbf-diff-count-1/test.csv,0.5078222222222222,0.00986129950625196
data/NASA-MSL/T-8.test.csv,0.49018224085682266,0.11329887320055088
data/GutenTAG/poly-diff-count-4/test.csv,0.5193664860472995,0.05003310127602072
data/GutenTAG/poly-diff-count-5/test.csv,0.5469814628965664,0.1320772119846378
data/NAB/ec2_network_in_257a54.test.csv,0.5306320671568363,0.130313464125639
data/NASA-MSL/P-14.test.csv,0.6310014850574841,0.1414654296252485
data/GutenTAG/cbf-diff-count-4/test.csv,0.48074398189490364,0.02991603444798243
data/NAB/exchange-4_cpc_results.test.csv,0.5722639111001764,0.15111176670439955
data/NormA/Discords_marotta_valve_tek_14.test.csv,0.5970168732873102,0.20346215198666437
data/NAB/iio_us-east-1_i-a2eb1cd9_NetworkIn.test.csv,0.5119189723039319,0.10560950808017495
data/NAB/TravelTime_387.test.csv,0.5193131477487025,0.11667618613774404
data/NASA-SMAP/E-7.test.csv,0.5199536910017911,0.12266264526501176
data/NAB/ec2_request_latency_system_failure.test.csv,0.5255861892679378,0.10373833200419355
data/NAB/art_daily_nojump.test.csv,0.5210617256768778,0.09926890840508507
data/GutenTAG/ecg-type-platform/test.csv,0.47345404040404043,0.009744702404081117
data/GutenTAG/cbf-diff-count-3/test.csv,0.5020430554645894,0.027675013196861553
data/GutenTAG/rw-type-platform/test.csv,0.35656565656565653,0.0077279752704791345
data/NASA-MSL/F-4.test.csv,0.42357757406870344,0.017812525991577118
data/NASA-MSL/P-10.test.csv,0.7017075500774359,0.1539509302721242
data/NASA-MSL/T-4.test.csv,0.5289855072463768,0.5436449569531878
data/GutenTAG/cbf-same-count-5/test.csv,0.49409484210526317,0.04904761728496565
data/GutenTAG/poly-combined-diff-3/test.csv,0.5115089390986308,0.010426179497104697
data/GutenTAG/cbf-same-count-1/test.csv,0.45745858585858584,0.008575686985018647
data/GutenTAG/cbf-position-end/test.csv,0.576769696969697,0.023024503038561645
data/NAB/ec2_cpu_utilization_5f5533.test.csv,0.5224394556144896,0.12746260556002856
data/GutenTAG/cbf-same-count-2/test.csv,0.4411094387755101,0.016546104075494932
data/NAB/TravelTime_451.test.csv,0.4998720576214565,0.10845495773696999
data/NAB/ec2_cpu_utilization_53ea38.test.csv,0.5069435878458945,0.10703859799974869
data/NASA-MSL/F-5.test.csv,0.5190667362109933,0.11540254074939388
data/KDD-TSAD/248_UCR_Anomaly_weallwalk.test.csv,0.004924646968078816,0.000297938267191038
data/NASA-SMAP/S-1.test.csv,0.45400887408937135,0.0649718159704778
data/NormA/Discords_marotta_valve_tek_17.test.csv,0.6040103204536126,0.13069050969284446
data/GutenTAG/cbf-combined-diff-1/test.csv,0.5485505319148936,0.09822702874091094
data/NAB/art_daily_jumpsdown.test.csv,0.5359668154315218,0.13131704982460887
data/GutenTAG/poly-diff-count-3/test.csv,0.5801536251795416,0.07502346614364326
data/KDD-TSAD/069_UCR_Anomaly_DISTORTEDinsectEPG5.test.csv,0.3001894883813703,7.124536905101169e-05
data/KDD-TSAD/107_UCR_Anomaly_NOISEinsectEPG3.test.csv,0.5440430237233614,0.006737452394646302
data/GutenTAG/cbf-same-count-10/test.csv,0.4899501221001221,0.08850288008285358
data/KDD-TSAD/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3.test.csv,0.5062716668990195,0.003688648014985289
data/GutenTAG/ecg-noise-30%/test.csv,0.5071540404040404,0.010336944273324015
data/GutenTAG/sinus-same-count-5/test.csv,0.5131368421052631,0.05117183243254217
data/NormA/Discords_patient_respiration1.test.csv,0.5265805555555556,0.045987949090227374
data/NASA-SMAP/E-9.test.csv,0.5100523111465132,0.36032954477001206
data/GutenTAG/cbf-type-amplitude/test.csv,0.4860550505050505,0.009614187330677327
data/GutenTAG/sinus-same-count-10/test.csv,0.5104637458024989,0.09469516822560796
data/NAB/art_increase_spike_density.test.csv,0.5,0.5499751984126984
data/KDD-TSAD/159_UCR_Anomaly_TkeepSecondMARS.test.csv,0.5446915099314467,0.0011199634013962056
data/GutenTAG/ecg-noise-50%/test.csv,0.4777035353535354,0.009397767016950392
data/generated_data/dataset_0.test.csv,0.5516159008776458,0.035416266134499635
data/generated_data/dataset_1.test.csv,0.5844825376900848,0.03049363335381368
data/generated_data/dataset_2.test.csv,0.6029677815082645,0.05104886079957789
data/generated_data/dataset_3.test.csv,0.6726931989924433,0.023910339987749146
data/generated_data/dataset_4.test.csv,0.6240424196787149,0.010199881888845304
data/generated_data/dataset_5.test.csv,0.5517140402644455,0.038891129798348086
data/generated_data/dataset_6.test.csv,0.5033057215189873,0.012662925736424628
data/generated_data/dataset_7.test.csv,0.4742967145790554,0.030259382885311346
data/generated_data/dataset_8.test.csv,0.5383437392066739,0.026626467161531685
data/generated_data/dataset_9.test.csv,0.48720360180090044,0.00040392489564732633
data/generated_data/dataset_10.test.csv,0.6684620528251422,0.0055050927802019495
data/generated_data/dataset_11.test.csv,0.5585266152287429,0.023117183744353946
data/generated_data/dataset_12.test.csv,0.4466063348416289,0.003725277702519642
data/generated_data/dataset_13.test.csv,0.6111542865724315,0.017799994302454006
data/generated_data/dataset_14.test.csv,0.7049440827908531,0.011685299532419799
data/generated_data/dataset_15.test.csv,0.4281675921251893,0.006270627062706271
data/generated_data/dataset_16.test.csv,0.559479010619528,0.041412307738954525
data/generated_data/dataset_17.test.csv,0.6563797883064517,0.03309288952052503
data/generated_data/dataset_18.test.csv,0.5651631606982247,0.0374293078110396
data/generated_data/dataset_19.test.csv,0.5263989007247434,0.023274792137797637
