Dataset,AUC-ROC,AUC-PR
data/NAB/occupancy_6005.test.csv,0.5082636471832074,0.11626614713659653
data/NASA-SMAP/F-1.test.csv,0.45823621617142263,0.02005120961650398
data/KDD-TSAD/161_UCR_Anomaly_WalkingAceleration1.test.csv,0.4661136167412318,0.03060832518478876
data/KDD-TSAD/053_UCR_Anomaly_DISTORTEDWalkingAceleration1.test.csv,0.42272093318118426,0.027359019083222955
data/NASA-MSL/P-15.test.csv,0.3252288569748887,0.0050691885659379845
data/NAB/elb_request_count_8c0756.test.csv,0.5274779682852954,0.1240142357897343
data/GutenTAG/cbf-type-trend/test.csv,0.546830303030303,0.010417132829218759
data/GutenTAG/poly-combined-diff-2/test.csv,0.5121813829787234,0.06612585848964248
data/NAB/ec2_cpu_utilization_ac20cd.test.csv,0.5462971636670958,0.12534450352143017
data/NAB/speed_t4013.test.csv,0.5534440979955457,0.14987520279816488
data/NAB/occupancy_t4013.test.csv,0.5508035555555555,0.18147402012863562
data/NASA-SMAP/T-3.test.csv,0.5056309397415645,0.05594126456412778
data/NormA/Discords_marotta_valve_tek_16.test.csv,0.4724774540743022,0.02148091966669259
data/NASA-SMAP/P-1.test.csv,0.433145626139612,0.0720062678604158
data/NAB/speed_7578.test.csv,0.6198497561308366,0.1825275536065096
data/NAB/exchange-3_cpc_results.test.csv,0.5214435714117176,0.15588522001857913
data/NASA-MSL/F-7.test.csv,0.5340614922663742,0.1112129638475703
data/NAB/ec2_cpu_utilization_fe7f93.test.csv,0.5147569497629235,0.11664426041486464
data/NAB/speed_6005.test.csv,0.5025935500824422,0.11404839578630749
data/NAB/ec2_cpu_utilization_825cc2.test.csv,0.44816557300998083,0.11836389479256879
data/KDD-TSAD/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1.test.csv,0.46510595668968036,0.003231848036563705
data/NAB/rogue_agent_key_hold.test.csv,0.4679482393928083,0.09670725785695268
data/GutenTAG/poly-type-mean/test.csv,0.45190454545454545,0.00905445298997474
data/NAB/exchange-4_cpm_results.test.csv,0.5188059664572304,0.12989392857935025
data/NAB/grok_asg_anomaly.test.csv,0.494582777070591,0.09985885723254909
data/NAB/ec2_cpu_utilization_24ae8d.test.csv,0.5085111631923029,0.14921819911353082
data/NAB/ambient_temperature_system_failure.test.csv,0.6123273920003639,0.2999612453602518
data/GutenTAG/poly-type-trend/test.csv,0.6575419191919192,0.0245180834221261
data/NASA-SMAP/G-4.test.csv,0.532258064516129,0.5341579596943262
data/NAB/rds_cpu_utilization_e47b3b.test.csv,0.5042997820813289,0.10124731535763314
data/NAB/ec2_cpu_utilization_77c1ca.test.csv,0.520768389736114,0.1131374069772415
data/NAB/ec2_network_in_5abac7.test.csv,0.5402340899717648,0.12126937662671763
data/GutenTAG/cbf-diff-count-1/test.csv,0.47326666666666667,0.00872051197303223
data/NASA-MSL/T-8.test.csv,0.5224376271327162,0.16157952210530288
data/GutenTAG/poly-diff-count-4/test.csv,0.7209103654553557,0.24364334849772096
data/GutenTAG/poly-diff-count-5/test.csv,0.5141378764776775,0.13477356708893334
data/NAB/ec2_network_in_257a54.test.csv,0.5360926285156722,0.15825270915872874
data/NASA-MSL/P-14.test.csv,0.8157669981210429,0.14714085331386112
data/GutenTAG/cbf-diff-count-4/test.csv,0.5596321366144197,0.061546743758979186
data/NAB/exchange-4_cpc_results.test.csv,0.5785705498831345,0.14262049784501898
data/NormA/Discords_marotta_valve_tek_14.test.csv,0.6501625408410624,0.12213068482851917
data/NAB/iio_us-east-1_i-a2eb1cd9_NetworkIn.test.csv,0.5457006437310824,0.14065629280886557
data/NAB/TravelTime_387.test.csv,0.538256089662961,0.1308447503064075
data/NASA-SMAP/E-7.test.csv,0.5720253848482525,0.1279715362230457
data/NAB/ec2_request_latency_system_failure.test.csv,0.5276652166140278,0.1397935376888495
data/NAB/art_daily_nojump.test.csv,0.4701607604033403,0.09156369339449183
data/GutenTAG/ecg-type-platform/test.csv,0.4510691919191919,0.008184341930116105
data/GutenTAG/cbf-diff-count-3/test.csv,0.6310391099914247,0.07048627460499428
data/GutenTAG/rw-type-platform/test.csv,0.3434848484848485,0.007575757575757576
data/NASA-MSL/F-4.test.csv,0.48549098230084775,0.019962380394558076
data/NASA-MSL/P-10.test.csv,0.8440786301744767,0.15699194354939142
data/NASA-MSL/T-4.test.csv,0.5289855072463768,0.5436449569531878
data/GutenTAG/cbf-same-count-5/test.csv,0.550342105263158,0.053829663378181306
data/GutenTAG/poly-combined-diff-3/test.csv,0.42975432517625545,0.009710229535621518
data/GutenTAG/cbf-same-count-1/test.csv,0.667889393939394,0.017750533854591556
data/GutenTAG/cbf-position-end/test.csv,0.925589898989899,0.08447576803610483
data/NAB/ec2_cpu_utilization_5f5533.test.csv,0.5054006825377246,0.12681311338787749
data/GutenTAG/cbf-same-count-2/test.csv,0.4651821428571429,0.017870096957844583
data/NAB/TravelTime_451.test.csv,0.5682501510430857,0.12668697646614624
data/NAB/ec2_cpu_utilization_53ea38.test.csv,0.4924060825349834,0.09531077972536454
data/NASA-MSL/F-5.test.csv,0.7432207452833668,0.5666201687088601
data/KDD-TSAD/248_UCR_Anomaly_weallwalk.test.csv,0.682745935682924,0.000933184023889511
data/NASA-SMAP/S-1.test.csv,0.5661079769514954,0.20505196503764994
data/NormA/Discords_marotta_valve_tek_17.test.csv,0.6001946710796386,0.06618689391350753
data/GutenTAG/cbf-combined-diff-1/test.csv,0.6690803191489362,0.14759287132410773
data/NAB/art_daily_jumpsdown.test.csv,0.595684611213638,0.15137038348730741
data/GutenTAG/poly-diff-count-3/test.csv,0.8254269016180451,0.17266065046658619
data/KDD-TSAD/069_UCR_Anomaly_DISTORTEDinsectEPG5.test.csv,0.8110102722648849,0.00026371308016877635
data/KDD-TSAD/107_UCR_Anomaly_NOISEinsectEPG3.test.csv,0.5669732609569762,0.007370183636535266
data/GutenTAG/cbf-same-count-10/test.csv,0.559275641025641,0.09725990048166658
data/KDD-TSAD/097_UCR_Anomaly_NOISEGP711MarkerLFM5z3.test.csv,0.47548120265811605,0.004003141050695517
