Dataset,AUC-ROC,AUC-PR
data/NAB/occupancy_6005.test.csv,0.4552481048428861,0.09900178320884456
data/NASA-SMAP/F-1.test.csv,0.46017077836511694,0.012306625086868238
data/KDD-TSAD/161_UCR_Anomaly_WalkingAceleration1.test.csv,0.3842110418121576,0.025319982877818628
data/KDD-TSAD/053_UCR_Anomaly_DISTORTEDWalkingAceleration1.test.csv,0.4397028664811092,0.02780701717483545
data/NASA-MSL/P-15.test.csv,0.6002435542118082,0.015510369290803011
data/NAB/elb_request_count_8c0756.test.csv,0.5480085796910762,0.13060998031494517
data/GutenTAG/cbf-type-trend/test.csv,0.49224646464646465,0.009158841293877836
data/GutenTAG/poly-combined-diff-2/test.csv,0.288040780141844,0.03839543681554672
data/NAB/ec2_cpu_utilization_ac20cd.test.csv,0.4082279021967375,0.07683783640680618
data/NAB/speed_t4013.test.csv,0.5883269487750556,0.2270013122350469
data/NAB/occupancy_t4013.test.csv,0.5470222222222223,0.1791863648580012
data/NASA-SMAP/T-3.test.csv,0.49301602920993337,0.035139418412267434
data/NormA/Discords_marotta_valve_tek_16.test.csv,0.7039981334667488,0.04012682649836694
data/NASA-SMAP/P-1.test.csv,0.3999908813869359,0.07127371756021234
data/NAB/speed_7578.test.csv,0.6261340768784747,0.36812866978958225
data/NAB/exchange-3_cpc_results.test.csv,0.5794955286567094,0.1716882866575815
data/NASA-MSL/F-7.test.csv,0.5888102228123454,0.1150533005914291
data/NAB/ec2_cpu_utilization_fe7f93.test.csv,0.494412278283246,0.12083343546806861
data/NAB/speed_6005.test.csv,0.5179022500874386,0.12819917174264245
data/NAB/ec2_cpu_utilization_825cc2.test.csv,0.6029022537257167,0.3098923192341676
data/KDD-TSAD/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1.test.csv,0.33977804981903337,0.0024895661907830546
data/NAB/rogue_agent_key_hold.test.csv,0.3966032101530422,0.09748390919877134
data/GutenTAG/poly-type-mean/test.csv,0.3941848484848485,0.007436131033356321
data/NAB/exchange-4_cpm_results.test.csv,0.5079074522996752,0.12654695343327205
data/NAB/grok_asg_anomaly.test.csv,0.5511513345131278,0.11937993363245579
data/NAB/ec2_cpu_utilization_24ae8d.test.csv,0.49915093951728967,0.11690054329096881
data/NAB/ambient_temperature_system_failure.test.csv,0.6659254214673875,0.27764868331196046
data/GutenTAG/poly-type-trend/test.csv,0.948981818181818,0.14354167944668816
data/NASA-SMAP/G-4.test.csv,0.532258064516129,0.5341579596943262
data/NAB/rds_cpu_utilization_e47b3b.test.csv,0.5247783122952729,0.1200078777603491
